sleek O -1
and O -1
modern O -1
. O -1

their O -1
sake B-ASP 2
list I-ASP 2
was O -1
extensive O -1
, O -1
but O -1
we O -1
were O -1
looking O -1
for O -1
purple O -1
haze O -1
, O -1
which O -1
was O -1
n't O -1
listed O -1
but O -1
made O -1
for O -1
us O -1
upon O -1
request O -1
! O -1

the O -1
spicy B-ASP 2
tuna I-ASP 2
roll I-ASP 2
was O -1
unusually O -1
good O -1
and O -1
the O -1
rock B-ASP -1
shrimp I-ASP -1
tempura I-ASP -1
was O -1
awesome O -1
, O -1
great O -1
appetizer O -1
to O -1
share O -1
! O -1

the O -1
spicy B-ASP -1
tuna I-ASP -1
roll I-ASP -1
was O -1
unusually O -1
good O -1
and O -1
the O -1
rock B-ASP 2
shrimp I-ASP 2
tempura I-ASP 2
was O -1
awesome O -1
, O -1
great O -1
appetizer O -1
to O -1
share O -1
! O -1

we O -1
went O -1
around O -1
9:30 O -1
on O -1
a O -1
friday O -1
and O -1
it O -1
had O -1
died O -1
down O -1
a O -1
bit O -1
by O -1
then O -1
so O -1
the O -1
service B-ASP 2
was O -1
great O -1
! O -1

we O -1
love O -1
th O -1
pink B-ASP 2
pony I-ASP 2
. O -1

the O -1
perfect O -1
spot B-ASP 2
. O -1

food B-ASP 2
-awesome O -1
. O -1

service B-ASP 2
- O -1
friendly O -1
and O -1
attentive O -1
. O -1

ambiance B-ASP 2
- O -1
relaxed O -1
and O -1
stylish O -1
. O -1

do O -1
n't O -1
judge O -1
this O -1
place B-ASP 2
prima O -1
facie O -1
, O -1
you O -1
have O -1
to O -1
try O -1
it O -1
to O -1
believe O -1
it O -1
, O -1
a O -1
home O -1
away O -1
from O -1
home O -1
for O -1
the O -1
literate O -1
heart O -1
. O -1

the O -1
food B-ASP 1
is O -1
decent O -1
. O -1

however O -1
, O -1
it O -1
's O -1
the O -1
service B-ASP 0
that O -1
leaves O -1
a O -1
bad O -1
taste O -1
in O -1
my O -1
mouth O -1
. O -1

i O -1
happen O -1
to O -1
have O -1
a O -1
policy O -1
that O -1
goes O -1
along O -1
with O -1
a O -1
little O -1
bit O -1
of O -1
self O -1
- O -1
respect O -1
, O -1
which O -1
includes O -1
not O -1
letting O -1
a O -1
waiter B-ASP 0
intimidate O -1
me O -1
, O -1
i.e. O -1
make O -1
me O -1
feel O -1
bad O -1
asking O -1
for O -1
trivialities O -1
like O -1
water O -1
, O -1
or O -1
the O -1
check O -1
. O -1

this O -1
place B-ASP 2
has O -1
got O -1
to O -1
be O -1
the O -1
best O -1
japanese O -1
restaurant O -1
in O -1
the O -1
new O -1
york O -1
area O -1
. O -1

food B-ASP 2
is O -1
great O -1
. O -1

service B-ASP 2
is O -1
top O -1
notch O -1
. O -1

i O -1
tend O -1
to O -1
judge O -1
a O -1
sushi O -1
restaurant O -1
by O -1
its O -1
sea B-ASP 2
urchin I-ASP 2
, O -1
which O -1
was O -1
heavenly O -1
at O -1
sushi O -1
rose O -1
. O -1

the O -1
sushi B-ASP 2
seemed O -1
pretty O -1
fresh O -1
and O -1
was O -1
adequately O -1
proportioned O -1
. O -1

the O -1
rice B-ASP 2
to I-ASP 2
fish I-ASP 2
ration I-ASP 2
was O -1
also O -1
good O -1
-- O -1
they O -1
did O -1
n't O -1
try O -1
to O -1
overpack O -1
the O -1
rice O -1
. O -1

we O -1
took O -1
advanatage O -1
of O -1
the O -1
half B-ASP 2
price I-ASP 2
sushi I-ASP 2
deal I-ASP 2
on O -1
saturday O -1
so O -1
it O -1
was O -1
well O -1
worth O -1
it O -1
. O -1

in O -1
the O -1
evening O -1
, O -1
this O -1
place O -1
attracted O -1
a O -1
well O -1
dressed O -1
, O -1
with O -1
it O -1
, O -1
ny O -1
crowd B-ASP 2
. O -1

the O -1
food B-ASP 2
was O -1
well O -1
prepared O -1
and O -1
the O -1
service B-ASP -1
impecable O -1
. O -1

the O -1
food B-ASP -1
was O -1
well O -1
prepared O -1
and O -1
the O -1
service B-ASP 2
impecable O -1
. O -1

the O -1
prix B-ASP 2
fixe I-ASP 2
menu I-ASP 2
is O -1
worth O -1
every O -1
penny O -1
and O -1
you O -1
get O -1
more O -1
than O -1
enough O -1
( O -1
both O -1
in O -1
quantity O -1
and O -1
quality O -1
) O -1
. O -1

$ O -1
6 O -1
and O -1
there O -1
is O -1
much O -1
tasty O -1
food B-ASP 2
, O -1
all O -1
of O -1
it O -1
fresh O -1
and O -1
continually O -1
refilled O -1
. O -1

i O -1
am O -1
not O -1
a O -1
vegetarian O -1
but O -1
, O -1
almost O -1
all O -1
the O -1
dishes B-ASP 2
were O -1
great O -1
. O -1

the O -1
food B-ASP 2
here O -1
is O -1
rather O -1
good O -1
, O -1
but O -1
only O -1
if O -1
you O -1
like O -1
to O -1
wait O -1
for O -1
it O -1
. O -1

i O -1
like O -1
the O -1
somosas B-ASP 2
, O -1
chai B-ASP -1
, O -1
and O -1
the O -1
chole B-ASP -1
, O -1
but O -1
the O -1
dhosas B-ASP -1
and O -1
dhal B-ASP -1
were O -1
kinda O -1
dissapointing O -1
. O -1

i O -1
like O -1
the O -1
somosas B-ASP -1
, O -1
chai B-ASP 2
, O -1
and O -1
the O -1
chole B-ASP -1
, O -1
but O -1
the O -1
dhosas B-ASP -1
and O -1
dhal B-ASP -1
were O -1
kinda O -1
dissapointing O -1
. O -1

i O -1
like O -1
the O -1
somosas B-ASP -1
, O -1
chai B-ASP -1
, O -1
and O -1
the O -1
chole B-ASP 2
, O -1
but O -1
the O -1
dhosas B-ASP -1
and O -1
dhal B-ASP -1
were O -1
kinda O -1
dissapointing O -1
. O -1

i O -1
like O -1
the O -1
somosas B-ASP -1
, O -1
chai B-ASP -1
, O -1
and O -1
the O -1
chole B-ASP -1
, O -1
but O -1
the O -1
dhosas B-ASP 0
and O -1
dhal B-ASP -1
were O -1
kinda O -1
dissapointing O -1
. O -1

i O -1
like O -1
the O -1
somosas B-ASP -1
, O -1
chai B-ASP -1
, O -1
and O -1
the O -1
chole B-ASP -1
, O -1
but O -1
the O -1
dhosas B-ASP -1
and O -1
dhal B-ASP 0
were O -1
kinda O -1
dissapointing O -1
. O -1

the O -1
service B-ASP 0
varys O -1
from O -1
day O -1
to O -1
day- O -1
sometimes O -1
they O -1
're O -1
very O -1
nice O -1
, O -1
and O -1
sometimes O -1
not O -1
. O -1

the O -1
kitchen B-ASP 0
however O -1
, O -1
is O -1
almost O -1
always O -1
slow O -1
. O -1

also O -1
, O -1
specify O -1
if O -1
you O -1
like O -1
your O -1
food B-ASP 0
spicy- O -1
its O -1
rather O -1
bland O -1
if O -1
you O -1
do O -1
n't O -1
. O -1

the O -1
ambience B-ASP 2
is O -1
pretty O -1
and O -1
nice O -1
for O -1
conversation O -1
, O -1
so O -1
a O -1
casual O -1
lunch O -1
here O -1
would O -1
probably O -1
be O -1
best O -1
. O -1

if O -1
you O -1
've O -1
ever O -1
been O -1
along O -1
the O -1
river O -1
in O -1
weehawken O -1
you O -1
have O -1
an O -1
idea O -1
of O -1
the O -1
top O -1
of O -1
view B-ASP 2
the O -1
chart O -1
house O -1
has O -1
to O -1
offer O -1
. O -1

add O -1
to O -1
that O -1
great O -1
service B-ASP 2
and O -1
great O -1
food B-ASP -1
at O -1
a O -1
reasonable O -1
price O -1
and O -1
you O -1
have O -1
yourself O -1
the O -1
beginning O -1
of O -1
a O -1
great O -1
evening O -1
. O -1

add O -1
to O -1
that O -1
great O -1
service B-ASP -1
and O -1
great O -1
food B-ASP 2
at O -1
a O -1
reasonable O -1
price O -1
and O -1
you O -1
have O -1
yourself O -1
the O -1
beginning O -1
of O -1
a O -1
great O -1
evening O -1
. O -1

the O -1
lava B-ASP 2
cake I-ASP 2
dessert I-ASP 2
was O -1
incredible O -1
and O -1
i O -1
recommend O -1
it O -1
. O -1

once O -1
you O -1
step O -1
into O -1
cosette B-ASP 2
, O -1
you O -1
're O -1
miraculously O -1
in O -1
a O -1
small O -1
, O -1
off O -1
- O -1
the O -1
- O -1
beaten O -1
path O -1
parisian O -1
bistro O -1
. O -1

this O -1
tiny O -1
restaurant B-ASP 2
is O -1
as O -1
cozy O -1
as O -1
it O -1
gets O -1
, O -1
with O -1
that O -1
certain O -1
parisian O -1
flair O -1
. O -1

the O -1
food B-ASP 2
was O -1
average O -1
to O -1
above O -1
- O -1
average O -1
; O -1
the O -1
french B-ASP -1
onion I-ASP -1
soup I-ASP -1
filling O -1
yet O -1
not O -1
overly O -1
impressive O -1
, O -1
and O -1
the O -1
desserts B-ASP -1
not O -1
brilliant O -1
in O -1
any O -1
way O -1
. O -1

the O -1
food B-ASP -1
was O -1
average O -1
to O -1
above O -1
- O -1
average O -1
; O -1
the O -1
french B-ASP 0
onion I-ASP 0
soup I-ASP 0
filling O -1
yet O -1
not O -1
overly O -1
impressive O -1
, O -1
and O -1
the O -1
desserts B-ASP -1
not O -1
brilliant O -1
in O -1
any O -1
way O -1
. O -1

the O -1
food B-ASP -1
was O -1
average O -1
to O -1
above O -1
- O -1
average O -1
; O -1
the O -1
french B-ASP -1
onion I-ASP -1
soup I-ASP -1
filling O -1
yet O -1
not O -1
overly O -1
impressive O -1
, O -1
and O -1
the O -1
desserts B-ASP 0
not O -1
brilliant O -1
in O -1
any O -1
way O -1
. O -1

however O -1
, O -1
go O -1
for O -1
the O -1
ambience B-ASP 2
, O -1
and O -1
consider O -1
the O -1
food B-ASP -1
just O -1
a O -1
companion O -1
for O -1
a O -1
trip O -1
across O -1
the O -1
world O -1
! O -1

however O -1
, O -1
go O -1
for O -1
the O -1
ambience B-ASP -1
, O -1
and O -1
consider O -1
the O -1
food B-ASP 1
just O -1
a O -1
companion O -1
for O -1
a O -1
trip O -1
across O -1
the O -1
world O -1
! O -1

the O -1
pizza B-ASP 0
was O -1
delivered O -1
cold O -1
and O -1
the O -1
cheese B-ASP -1
was O -1
n't O -1
even O -1
fully O -1
melted O -1
! O -1

the O -1
pizza B-ASP -1
was O -1
delivered O -1
cold O -1
and O -1
the O -1
cheese B-ASP 0
was O -1
n't O -1
even O -1
fully O -1
melted O -1
! O -1

the O -1
pizza B-ASP 0
is O -1
overpriced O -1
and O -1
soggy O -1
. O -1

yes O -1
, O -1
they O -1
use O -1
fancy O -1
ingredients B-ASP 2
, O -1
but O -1
even O -1
fancy O -1
$ O -1
t$ O -1
do O -1
n't O -1
make O -1
for O -1
good B-ASP -1
pizza O -1
unless O -1
someone O -1
knows O -1
how O -1
to O -1
get O -1
the B-ASP -1
crust O -1
right O -1
. O -1

yes O -1
, O -1
they O -1
use O -1
fancy O -1
ingredients B-ASP -1
, O -1
but O -1
even O -1
fancy O -1
$ O -1
t$ O -1
do O -1
n't O -1
make O -1
for O -1
good B-ASP 0
pizza O -1
unless O -1
someone O -1
knows O -1
how O -1
to O -1
get O -1
the B-ASP -1
crust O -1
right O -1
. O -1

yes O -1
, O -1
they O -1
use O -1
fancy O -1
ingredients B-ASP -1
, O -1
but O -1
even O -1
fancy O -1
$ O -1
t$ O -1
do O -1
n't O -1
make O -1
for O -1
good B-ASP -1
pizza O -1
unless O -1
someone O -1
knows O -1
how O -1
to O -1
get O -1
the B-ASP 0
crust O -1
right O -1
. O -1

i O -1
think O -1
i O -1
've O -1
had O -1
some O -1
the O -1
best O -1
meals B-ASP 2
of O -1
my O -1
life O -1
at O -1
minnow O -1
. O -1

the O -1
seafood B-ASP 2
is O -1
amazing O -1
, O -1
there O -1
's O -1
a O -1
good O -1
wine B-ASP -1
list I-ASP -1
, O -1
and O -1
the O -1
ever O -1
- O -1
changing O -1
menu B-ASP -1
always O -1
offers O -1
some O -1
great O -1
surprises O -1
. O -1

the O -1
seafood B-ASP -1
is O -1
amazing O -1
, O -1
there O -1
's O -1
a O -1
good O -1
wine B-ASP 2
list I-ASP 2
, O -1
and O -1
the O -1
ever O -1
- O -1
changing O -1
menu B-ASP -1
always O -1
offers O -1
some O -1
great O -1
surprises O -1
. O -1

the O -1
seafood B-ASP -1
is O -1
amazing O -1
, O -1
there O -1
's O -1
a O -1
good O -1
wine B-ASP -1
list I-ASP -1
, O -1
and O -1
the O -1
ever O -1
- O -1
changing O -1
menu B-ASP 2
always O -1
offers O -1
some O -1
great O -1
surprises O -1
. O -1

the O -1
combination O -1
of O -1
super O -1
- O -1
fresh O -1
ingredients B-ASP 2
in O -1
the O -1
dishes O -1
are O -1
unusual O -1
but O -1
really O -1
delicious O -1
. O -1

best O -1
pastrami B-ASP 2
i O -1
ever O -1
had O -1
and O -1
great O -1
portion B-ASP -1
without O -1
being O -1
ridiculous O -1
. O -1

best O -1
pastrami B-ASP -1
i O -1
ever O -1
had O -1
and O -1
great O -1
portion B-ASP 2
without O -1
being O -1
ridiculous O -1
. O -1

my O -1
wife O -1
had O -1
the O -1
fried B-ASP 2
shrimp I-ASP 2
which O -1
are O -1
huge O -1
and O -1
loved O -1
it O -1
. O -1

as O -1
a O -1
japanese O -1
native O -1
, O -1
i O -1
've O -1
lived O -1
in O -1
the O -1
tristate O -1
area O -1
for O -1
over O -1
8 O -1
years O -1
, O -1
but O -1
i O -1
was O -1
just O -1
so O -1
amazed O -1
at O -1
this O -1
place B-ASP 2
. O -1

this O -1
place B-ASP 2
is O -1
the O -1
most O -1
japanese O -1
it O -1
can O -1
ever O -1
get O -1
. O -1

the O -1
signs B-ASP 2
, O -1
the O -1
specials B-ASP -1
menus I-ASP -1
, O -1
food B-ASP -1
, O -1
and O -1
even O -1
all O -1
the O -1
waitstaff B-ASP -1
are O -1
all O -1
totally O -1
japanese O -1
. O -1

the O -1
signs B-ASP -1
, O -1
the O -1
specials B-ASP 2
menus I-ASP 2
, O -1
food B-ASP -1
, O -1
and O -1
even O -1
all O -1
the O -1
waitstaff B-ASP -1
are O -1
all O -1
totally O -1
japanese O -1
. O -1

the O -1
signs B-ASP -1
, O -1
the O -1
specials B-ASP -1
menus I-ASP -1
, O -1
food B-ASP 2
, O -1
and O -1
even O -1
all O -1
the O -1
waitstaff B-ASP -1
are O -1
all O -1
totally O -1
japanese O -1
. O -1

the O -1
signs B-ASP -1
, O -1
the O -1
specials B-ASP -1
menus I-ASP -1
, O -1
food B-ASP -1
, O -1
and O -1
even O -1
all O -1
the O -1
waitstaff B-ASP 2
are O -1
all O -1
totally O -1
japanese O -1
. O -1

this O -1
place B-ASP 2
is O -1
worth O -1
an O -1
one O -1
- O -1
hour O -1
drive O -1
. O -1

leon B-ASP 2
is O -1
an O -1
east O -1
village O -1
gem O -1
: O -1
casual O -1
but O -1
hip O -1
, O -1
with O -1
well O -1
prepared O -1
basic O -1
french B-ASP -1
bistro I-ASP -1
fare I-ASP -1
, O -1
good O -1
specials B-ASP -1
, O -1
a O -1
warm O -1
and O -1
lively O -1
atmosphere B-ASP -1
. O -1

leon B-ASP -1
is O -1
an O -1
east O -1
village O -1
gem O -1
: O -1
casual O -1
but O -1
hip O -1
, O -1
with O -1
well O -1
prepared O -1
basic O -1
french B-ASP -1
bistro I-ASP -1
fare I-ASP -1
, O -1
good O -1
specials B-ASP 2
, O -1
a O -1
warm O -1
and O -1
lively O -1
atmosphere B-ASP -1
. O -1

leon B-ASP -1
is O -1
an O -1
east O -1
village O -1
gem O -1
: O -1
casual O -1
but O -1
hip O -1
, O -1
with O -1
well O -1
prepared O -1
basic O -1
french B-ASP -1
bistro I-ASP -1
fare I-ASP -1
, O -1
good O -1
specials B-ASP -1
, O -1
a O -1
warm O -1
and O -1
lively O -1
atmosphere B-ASP 2
. O -1

leon B-ASP -1
is O -1
an O -1
east O -1
village O -1
gem O -1
: O -1
casual O -1
but O -1
hip O -1
, O -1
with O -1
well O -1
prepared O -1
basic O -1
french B-ASP 2
bistro I-ASP 2
fare I-ASP 2
, O -1
good O -1
specials B-ASP -1
, O -1
a O -1
warm O -1
and O -1
lively O -1
atmosphere B-ASP -1
. O -1

my O -1
wife O -1
and O -1
i O -1
always O -1
enjoy O -1
the O -1
young O -1
, O -1
not O -1
always O -1
well O -1
trained O -1
but O -1
nevertheless O -1
friendly O -1
, O -1
staff B-ASP 2
, O -1
all O -1
of O -1
whom O -1
have O -1
a O -1
story O -1
. O -1

decent O -1
wine B-ASP 1
at O -1
reasonable O -1
prices O -1
. O -1

everytime O -1
i O -1
decide O -1
to O -1
try O -1
another O -1
place O -1
on O -1
the O -1
ues O -1
, O -1
i O -1
get O -1
angry O -1
that O -1
i O -1
did O -1
n't O -1
just O -1
go O -1
to O -1
zucchero B-ASP 2
pomodori I-ASP 2
. O -1

this O -1
is O -1
by O -1
far O -1
my O -1
favorite O -1
place B-ASP 2
in O -1
the O -1
neighborhood O -1
. O -1

the O -1
service B-ASP 2
is O -1
excellent O -1
, O -1
the O -1
decor B-ASP -1
is O -1
great O -1
, O -1
and O -1
the O -1
food B-ASP -1
is O -1
delicious O -1
and O -1
comes O -1
in O -1
large O -1
portions B-ASP -1
. O -1

the O -1
service B-ASP -1
is O -1
excellent O -1
, O -1
the O -1
decor B-ASP 2
is O -1
great O -1
, O -1
and O -1
the O -1
food B-ASP -1
is O -1
delicious O -1
and O -1
comes O -1
in O -1
large O -1
portions B-ASP -1
. O -1

the O -1
service B-ASP -1
is O -1
excellent O -1
, O -1
the O -1
decor B-ASP -1
is O -1
great O -1
, O -1
and O -1
the O -1
food B-ASP 2
is O -1
delicious O -1
and O -1
comes O -1
in O -1
large O -1
portions B-ASP -1
. O -1

the O -1
service B-ASP -1
is O -1
excellent O -1
, O -1
the O -1
decor B-ASP -1
is O -1
great O -1
, O -1
and O -1
the O -1
food B-ASP -1
is O -1
delicious O -1
and O -1
comes O -1
in O -1
large O -1
portions B-ASP 2
. O -1

i O -1
'm O -1
partial O -1
to O -1
the O -1
gnocchi B-ASP 2
. O -1

this O -1
place B-ASP 0
is O -1
incredibly O -1
tiny O -1
. O -1

the O -1
hostess B-ASP 0
is O -1
rude O -1
to O -1
the O -1
point O -1
of O -1
being O -1
offensive O -1
. O -1

the O -1
food B-ASP 0
was O -1
bland O -1
oily O -1
. O -1

we O -1
have O -1
been O -1
to O -1
this O -1
place O -1
many O -1
times O -1
, O -1
and O -1
always O -1
have O -1
great O -1
food B-ASP 2
, O -1
wine B-ASP -1
, O -1
and O -1
service B-ASP -1
. O -1

we O -1
have O -1
been O -1
to O -1
this O -1
place O -1
many O -1
times O -1
, O -1
and O -1
always O -1
have O -1
great O -1
food B-ASP -1
, O -1
wine B-ASP 2
, O -1
and O -1
service B-ASP -1
. O -1

we O -1
have O -1
been O -1
to O -1
this O -1
place O -1
many O -1
times O -1
, O -1
and O -1
always O -1
have O -1
great O -1
food B-ASP -1
, O -1
wine B-ASP -1
, O -1
and O -1
service B-ASP 2
. O -1

we O -1
were O -1
worried O -1
we O -1
would O -1
have O -1
trouble O -1
getting O -1
in O -1
, O -1
but O -1
somehow O -1
managed O -1
to O -1
have O -1
a O -1
short O -1
wait B-ASP 2
. O -1

as O -1
always O -1
we O -1
had O -1
a O -1
great O -1
glass B-ASP 2
of I-ASP 2
wine I-ASP 2
while O -1
we O -1
waited O -1
. O -1

when O -1
we O -1
sat O -1
, O -1
we O -1
got O -1
great O -1
and O -1
fast O -1
service B-ASP 2
. O -1

the O -1
people B-ASP 2
that O -1
work O -1
there O -1
are O -1
always O -1
so O -1
friendly O -1
you O -1
forget O -1
you O -1
are O -1
in O -1
new O -1
york O -1
sometimes O -1
. O -1

make O -1
sure O -1
you O -1
try O -1
this O -1
place B-ASP 2
as O -1
often O -1
as O -1
you O -1
can O -1
. O -1

this O -1
is O -1
a O -1
fun O -1
restaurant B-ASP 2
to O -1
go O -1
to O -1
. O -1

the O -1
pizza B-ASP 2
is O -1
yummy O -1
and O -1
i O -1
like O -1
the O -1
atmoshpere B-ASP -1
. O -1

the O -1
pizza B-ASP -1
is O -1
yummy O -1
and O -1
i O -1
like O -1
the O -1
atmoshpere B-ASP 2
. O -1

but O -1
the O -1
pizza B-ASP 0
is O -1
way O -1
to O -1
expensive O -1
. O -1

i O -1
went O -1
there O -1
for O -1
lunch B-ASP 0
and O -1
it O -1
was O -1
not O -1
as O -1
good O -1
as O -1
i O -1
expected O -1
from O -1
the O -1
reviews O -1
i O -1
read O -1
. O -1

sauce B-ASP 0
was O -1
watery O -1
and O -1
the O -1
food B-ASP -1
did O -1
n't O -1
have O -1
much O -1
flavor O -1
. O -1

sauce B-ASP -1
was O -1
